Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Quantity in Stock (liters/kg),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Expire,Sales_Velocity,Quantity_Abble_Sell_Before_Expire,Quantity_Lost,Stock_Efficiency,Value_Lost,Revenue_Before_Losses
Ice Cream,842.78,17.43,14689.6554,23,1,21.7875,841,2019,12,10,1,4,23,0,1,0.043478260869565216,0.0,841.0,0.00118654927739149,14658.63,4.357500000000002
Lassi,707.2,98.37,69567.26400000001,12,145,122.9625,562,2021,5,26,2,2,12,0,1,12.083333333333334,0.0,562.0,0.2050339366515837,55283.94,3565.9125000000004
Butter,34.65,74.88,2594.592,33,34,93.6,0,2021,9,11,5,3,33,0,0,1.0303030303030303,0.0,0.0,0.9812409812409812,0.0,636.48
Buttermilk,4.92,33.99,167.23080000000002,10,1,42.487500000000004,3,2020,1,19,6,1,10,0,1,0.1,0.0,3.0,0.2032520325203252,101.97,8.497500000000002
Lassi,434.1,70.83,30747.303,13,317,88.5375,117,2020,2,17,0,1,13,0,1,24.384615384615383,0.0,117.0,0.7302464869845657,8287.11,5613.277499999998
Buttermilk,834.02,18.38,15329.2876,14,439,22.974999999999998,395,2022,9,18,6,3,12,2,0,36.583333333333336,73.16666666666667,321.8333333333333,0.6140939865550787,5915.296666666666,2017.2049999999995
Paneer,723.37,95.72,69240.9764,10,177,119.65,546,2022,8,21,6,3,10,0,1,17.7,0.0,546.0,0.2446880572874186,52263.12,4235.6100000000015
Milk,840.26,19.22,16149.7972,29,586,24.025,254,2022,4,19,1,2,29,0,1,20.20689655172414,0.0,254.0,0.6974031847285365,4881.88,2815.73
Lassi,681.03,86.95,59215.5585,17,303,108.6875,378,2020,7,3,4,3,17,0,1,17.823529411764707,0.0,378.0,0.44491432095502403,32867.1,6586.462499999999
Ice Cream,689.83,80.54,55558.908200000005,25,283,100.67500000000001,406,2020,11,11,2,4,4,21,0,70.75,1485.75,0.0,2.5640375164895697,0.0,5698.205000000002
Yogurt,186.63,48.43,9038.4909,25,82,60.5375,104,2020,1,24,4,1,5,20,0,16.4,328.0,0.0,2.1968600975191555,0.0,992.8150000000002
Yogurt,917.28,58.51,53670.0528,30,6,73.1375,911,2019,4,8,0,2,23,7,0,0.2608695652173913,1.826086956521739,909.1739130434783,0.008531840829977476,53195.76565217391,87.76500000000003
Yogurt,987.93,26.6,26278.938,27,137,33.25,850,2022,8,28,6,3,9,18,0,15.222222222222221,274.0,576.0,0.4160213780328566,15321.6,911.0499999999998
Cheese,657.01,84.46,55491.0646,64,42,105.57499999999999,615,2020,7,25,5,3,59,5,0,0.711864406779661,3.559322033898305,611.4406779661017,0.06934342252613858,51642.279661016946,886.8299999999998
Yogurt,48.5,14.98,726.53,21,23,18.725,25,2021,9,19,6,3,21,0,1,1.0952380952380953,0.0,25.0,0.47422680412371143,374.5,86.13500000000002
Milk,459.12,55.6,25527.072,21,409,69.5,50,2019,2,3,6,1,11,10,0,37.18181818181818,371.8181818181818,0.0,1.7006843130732308,0.0,5685.099999999999
Milk,16.79,11.34,190.3986,2,14,14.175,2,2022,10,11,1,4,2,0,1,7.0,0.0,2.0,0.8338296605122096,22.68,39.69000000000001
Milk,717.69,13.58,9746.2302,29,178,16.975,539,2020,11,26,3,4,24,5,0,7.416666666666667,37.083333333333336,501.9166666666667,0.2996883519811246,6816.028333333334,604.3100000000003
Paneer,334.35,96.39,32227.9965,14,308,120.4875,26,2021,7,12,0,3,14,0,1,22.0,0.0,26.0,0.921190369373411,2506.14,7422.029999999999
Ice Cream,36.21,52.82,1912.6122,28,31,66.025,5,2021,10,25,0,4,5,23,0,6.2,142.6,0.0,4.794255730461198,0.0,409.3550000000002
Ice Cream,49.6,94.67,4695.6320000000005,28,48,118.3375,1,2021,11,14,6,4,5,23,0,9.6,220.79999999999998,0.0,5.419354838709678,0.0,1136.0400000000002
Ice Cream,493.51,22.71,11207.6121,24,349,28.387500000000003,144,2020,1,6,0,1,24,0,1,14.541666666666666,0.0,144.0,0.7071791858321007,3270.2400000000002,1981.4475000000007
Buttermilk,807.1,72.73,58700.383,13,81,90.91250000000001,726,2021,3,30,1,1,13,0,1,6.230769230769231,0.0,726.0,0.10035931111386445,52801.98,1472.7825000000003
Paneer,574.02,21.7,12456.234,13,335,27.125,239,2019,4,8,0,2,13,0,1,25.76923076923077,0.0,239.0,0.5836033587679872,5186.3,1817.3750000000002
Curd,93.2,62.7,5843.64,5,59,78.375,34,2021,10,17,6,4,5,0,1,11.8,0.0,34.0,0.6330472103004292,2131.8,924.8249999999998
Yogurt,105.23,59.73,6285.3879,30,50,74.6625,55,2019,2,22,4,1,30,0,1,1.6666666666666667,0.0,55.0,0.4751496721467262,3285.1499999999996,746.6249999999999
Buttermilk,60.17,16.79,1010.2543,7,10,20.987499999999997,50,2019,4,11,3,2,7,0,1,1.4285714285714286,0.0,50.0,0.16619577862722287,839.5,41.97499999999998
Ice Cream,447.46,56.1,25102.506,22,13,70.125,434,2021,7,20,1,3,12,10,0,1.0833333333333333,10.833333333333332,423.1666666666667,0.05326360643036994,23739.65,182.325
Ice Cream,798.88,24.63,19676.4144,26,306,30.787499999999998,492,2021,11,7,6,4,13,13,0,23.53846153846154,306.0,186.0,0.7660725015021029,4581.179999999999,1884.1949999999997
Buttermilk,2.29,97.35,222.9315,9,1,121.6875,1,2021,4,18,6,2,9,0,1,0.1111111111111111,0.0,1.0,0.4366812227074236,97.35,24.337500000000006
Yogurt,568.2,98.49,55962.018,21,64,123.1125,504,2021,4,1,3,2,21,0,1,3.0476190476190474,0.0,504.0,0.11263639563533966,49638.96,1575.8400000000001
Curd,77.12,46.97,3622.3264,5,26,58.7125,51,2021,6,28,0,2,5,0,1,5.2,0.0,51.0,0.3371369294605809,2395.47,305.305
Milk,96.73,93.41,9035.5493,1,41,116.76249999999999,55,2022,5,18,2,2,1,0,1,41.0,0.0,55.0,0.4238602295048072,5137.55,957.4524999999996
Yogurt,250.27,13.24,3313.5748000000003,28,155,16.55,95,2020,8,28,4,3,28,0,1,5.535714285714286,0.0,95.0,0.6193311223878212,1257.8,513.0500000000001
Buttermilk,628.17,54.77,34404.8709,11,365,68.4625,263,2022,8,6,5,3,11,0,1,33.18181818181818,0.0,263.0,0.5810528996927584,14404.51,4997.762500000001
Paneer,603.83,23.55,14220.196500000002,14,321,29.4375,282,2021,3,7,6,1,14,0,1,22.928571428571427,0.0,282.0,0.5316065780103671,6641.1,1889.8874999999998
Lassi,513.5,45.82,23528.57,12,152,57.275,361,2019,8,5,0,3,12,0,1,12.666666666666666,0.0,361.0,0.29600778967867575,16541.02,1741.1599999999999
Buttermilk,271.56,89.95,24426.822,13,73,112.4375,198,2020,12,26,5,4,8,5,0,9.125,45.625,152.375,0.4368279569892473,13706.13125,1641.5874999999999
Butter,619.12,22.14,13707.3168,32,333,27.675,286,2020,12,28,0,4,32,0,1,10.40625,0.0,286.0,0.537860188654865,6332.04,1843.155
Lassi,628.45,19.02,11953.119,15,425,23.775,203,2020,2,22,5,1,15,0,1,28.333333333333332,0.0,203.0,0.6762670061261834,3861.06,2020.8749999999995
Butter,611.19,78.9,48222.89100000001,40,137,98.625,474,2021,4,3,5,2,40,0,1,3.425,0.0,474.0,0.2241528820824948,37398.600000000006,2702.3249999999994
Yogurt,198.24,58.35,11567.304,29,181,72.9375,17,2020,8,23,6,3,29,0,1,6.241379310344827,0.0,17.0,0.9130347054075867,991.95,2640.3374999999996
Cheese,801.01,36.32,29092.6832,47,630,45.4,171,2021,7,4,6,3,22,25,0,28.636363636363637,715.9090909090909,0.0,1.6802650290372043,0.0,5720.399999999999
Ice Cream,962.02,29.79,28658.5758,22,930,37.2375,32,2019,1,25,4,1,22,0,1,42.27272727272727,0.0,32.0,0.9667158686929586,953.28,6926.174999999998
Lassi,88.76,35.7,3168.7320000000004,16,50,44.625,38,2022,6,3,4,2,16,0,1,3.125,0.0,38.0,0.5633168093735916,1356.6000000000001,446.2499999999999
Butter,152.89,83.32,12738.794799999998,29,105,104.14999999999999,47,2021,3,10,2,1,29,0,1,3.6206896551724137,0.0,47.0,0.6867682647655178,3916.0399999999995,2187.1499999999996
Ice Cream,559.48,28.68,16045.8864,26,557,35.85,2,2020,5,13,2,2,26,0,1,21.423076923076923,0.0,2.0,0.9955673125044684,57.36,3993.690000000001
Yogurt,732.93,88.53,64886.29289999999,23,319,110.6625,413,2022,2,6,6,1,23,0,1,13.869565217391305,0.0,413.0,0.435239381659913,36562.89,7060.267499999998
Ice Cream,399.0,51.51,20552.49,23,114,64.3875,285,2021,5,7,4,2,23,0,1,4.956521739130435,0.0,285.0,0.2857142857142857,14680.349999999999,1468.0350000000005
Ice Cream,153.04,26.65,4078.516,25,40,33.3125,113,2021,6,21,0,2,24,1,0,1.6666666666666667,1.6666666666666667,111.33333333333333,0.27225997560550624,2967.033333333333,266.50000000000006
Cheese,125.26,61.69,7727.2894,25,56,77.1125,69,2020,3,10,1,1,25,0,1,2.24,0.0,69.0,0.4470700942040556,4256.61,863.66
Milk,882.8,29.93,26422.204,26,185,37.4125,697,2019,9,26,3,3,23,3,0,8.043478260869565,24.130434782608695,672.8695652173913,0.23689446622406965,20138.98608695652,1384.2625000000003
Buttermilk,8.92,61.53,548.8476,11,4,76.9125,4,2019,9,8,6,3,5,6,0,0.8,4.800000000000001,0.0,0.9865470852017938,0.0,61.52999999999997
Cheese,669.15,41.05,27468.6075,67,151,51.3125,518,2020,12,19,5,4,11,56,0,13.727272727272727,768.7272727272727,0.0,1.3744710045987785,0.0,1549.6375000000005
Ice Cream,993.05,53.45,53078.5225,23,182,66.8125,811,2020,11,4,2,4,23,0,1,7.913043478260869,0.0,811.0,0.18327375258043402,43347.950000000004,2431.9749999999995
Butter,926.12,62.24,57641.7088,29,654,77.8,272,2022,1,19,2,1,29,0,1,22.551724137931036,0.0,272.0,0.7061719863516607,16929.28,10176.239999999996
Cheese,244.39,84.78,20719.3842,31,99,105.975,145,2019,10,22,1,4,31,0,1,3.193548387096774,0.0,145.0,0.4050902246409428,12293.1,2098.3049999999994
Buttermilk,35.09,32.61,1144.2849,8,18,40.7625,17,2019,1,22,1,1,8,0,1,2.25,0.0,17.0,0.5129666571672841,554.37,146.74500000000006
Buttermilk,437.42,50.74,22194.6908,9,22,63.425000000000004,415,2022,9,24,5,3,9,0,1,2.4444444444444446,0.0,415.0,0.0502949110694527,21057.100000000002,279.07000000000005
Paneer,369.19,77.41,28578.9979,12,221,96.76249999999999,148,2021,5,13,3,2,3,9,0,73.66666666666667,663.0,0.0,2.3944310517619654,0.0,4276.902499999998
Buttermilk,552.5,82.84,45769.1,14,443,103.55000000000001,109,2020,11,4,2,4,12,2,0,36.916666666666664,73.83333333333333,35.16666666666667,0.935444947209653,2913.2066666666674,9174.530000000004
Ice Cream,827.06,15.67,12960.0302,28,450,19.5875,377,2022,12,17,5,4,21,7,0,21.428571428571427,150.0,227.0,0.725461272459072,3557.09,1762.8749999999993
Milk,909.29,66.17,60167.7193,26,342,82.7125,567,2022,2,11,4,1,26,0,1,13.153846153846153,0.0,567.0,0.37611763023897765,37518.39,5657.535000000002
Yogurt,207.62,89.22,18523.8564,26,168,111.525,39,2021,4,17,5,2,26,0,1,6.461538461538462,0.0,39.0,0.8091706001348618,3479.58,3747.240000000001
Butter,89.02,76.79,6835.8458,37,19,95.98750000000001,70,2019,5,8,2,2,37,0,1,0.5135135135135135,0.0,70.0,0.21343518310492024,5375.3,364.7525000000001
Milk,247.12,35.67,8814.770400000001,25,204,44.587500000000006,43,2021,8,15,6,3,21,4,0,9.714285714285714,38.857142857142854,4.142857142857146,0.9827498496970817,147.7757142857144,1819.1700000000008
Cheese,801.77,45.8,36721.066,71,52,57.25,749,2022,8,5,4,3,4,67,0,13.0,871.0,0.0,1.1512029634433816,0.0,595.4000000000001
Milk,833.04,37.3,31072.392,22,280,46.625,553,2022,1,19,2,1,22,0,1,12.727272727272727,0.0,553.0,0.33611831364640354,20626.899999999998,2611.000000000001
Paneer,607.04,55.17,33490.3968,14,367,68.9625,240,2022,4,21,3,2,14,0,1,26.214285714285715,0.0,240.0,0.6045730100158144,13240.800000000001,5061.847500000002
Butter,442.26,60.71,26849.6046,30,172,75.8875,270,2020,2,1,5,1,30,0,1,5.733333333333333,0.0,270.0,0.38891150002261116,16391.7,2610.53
Curd,334.34,29.45,9846.312999999998,5,53,36.8125,281,2019,2,13,2,1,1,4,0,53.0,212.0,69.0,0.7926063288867621,2032.05,390.21250000000003
Yogurt,854.92,59.32,50713.8544,24,108,74.15,746,2019,2,20,2,1,24,0,1,4.5,0.0,746.0,0.12632760960089834,44252.72,1601.6400000000006
Paneer,433.4,91.02,39448.068,8,281,113.77499999999999,152,2019,6,27,3,2,8,0,1,35.125,0.0,152.0,0.6483617904937702,13835.039999999999,6394.154999999999
Ice Cream,898.41,24.88,22352.4408,29,667,31.099999999999998,231,2022,12,21,2,4,12,17,0,55.583333333333336,944.9166666666667,0.0,1.7941882510954539,0.0,4148.739999999999
Paneer,450.53,96.56,43503.1768,11,18,120.7,432,2020,10,1,3,4,11,0,1,1.6363636363636365,0.0,432.0,0.03995294431003485,41713.92,434.52
Ice Cream,522.77,40.9,21381.293,27,282,51.125,240,2021,7,4,6,3,27,0,1,10.444444444444445,0.0,240.0,0.539434167989747,9816.0,2883.4500000000003
Ice Cream,746.77,26.74,19968.6298,28,493,33.425,253,2021,9,12,6,3,17,11,0,29.0,319.0,0.0,1.087349518593409,0.0,3295.7049999999995
Ice Cream,247.21,44.42,10981.068200000002,23,61,55.525000000000006,186,2022,12,19,0,4,21,2,0,2.9047619047619047,5.809523809523809,180.1904761904762,0.2702541313438931,8004.0609523809535,677.4050000000002
Cheese,46.05,81.56,3755.838,56,31,101.95,15,2021,1,24,6,1,18,38,0,1.7222222222222223,65.44444444444444,0.0,2.09434189890216,0.0,632.09
Yogurt,500.63,93.47,46793.8861,22,95,116.8375,405,2021,10,7,3,4,21,1,0,4.523809523809524,4.523809523809524,400.4761904761905,0.19879713465795001,37432.509523809524,2219.912500000001
Ice Cream,148.7,42.22,6278.114,26,135,52.775,13,2020,4,8,2,2,26,0,1,5.1923076923076925,0.0,13.0,0.9078681909885676,548.86,1424.925
Paneer,152.5,59.8,9119.5,13,39,74.75,113,2020,8,21,4,3,13,0,1,3.0,0.0,113.0,0.25573770491803277,6757.4,583.0500000000001
Ice Cream,825.64,21.8,17998.952,23,662,27.25,163,2019,4,14,6,2,23,0,1,28.782608695652176,0.0,163.0,0.80180223826365,3553.4,3607.8999999999996
Ice Cream,419.9,77.7,32626.23,29,410,97.125,9,2020,6,10,2,2,24,5,0,17.083333333333332,85.41666666666666,0.0,1.179844407398587,0.0,7964.249999999999
Buttermilk,568.69,77.99,44352.1331,8,418,97.4875,150,2021,12,2,3,4,7,1,0,59.714285714285715,59.714285714285715,90.28571428571428,0.8400258237603715,7041.382857142856,8149.955000000001
Ice Cream,262.57,86.92,22822.5844,26,131,108.65,131,2021,5,13,3,2,26,0,1,5.038461538461538,0.0,131.0,0.4989145751609095,11386.52,2846.6300000000006
Lassi,915.42,33.45,30620.799000000003,13,128,41.8125,787,2019,8,9,4,3,13,0,1,9.846153846153847,0.0,787.0,0.13982652771405477,26325.15,1070.3999999999996
Buttermilk,16.39,89.16,1461.3324,14,12,111.44999999999999,4,2019,11,1,4,4,5,9,0,2.4,21.599999999999998,0.0,2.0500305064063453,0.0,267.4799999999999
Curd,925.44,25.84,23913.3696,6,154,32.3,771,2019,8,30,4,3,6,0,1,25.666666666666668,0.0,771.0,0.1664073305670816,19922.64,994.8399999999996
Cheese,345.82,88.6,30639.652,81,100,110.75,245,2020,8,6,3,3,15,66,0,6.666666666666667,440.0,0.0,1.5615059857729454,0.0,2215.0000000000005
Ghee,423.59,11.53,4883.9927,150,118,14.4125,305,2019,4,25,3,2,24,126,0,4.916666666666667,619.5,0.0,1.741070374654737,0.0,340.13500000000005
Ice Cream,656.52,42.81,28105.6212,22,280,53.5125,376,2021,2,21,6,1,22,0,1,12.727272727272727,0.0,376.0,0.4264911960031682,16096.560000000001,2996.7000000000003
Buttermilk,177.63,70.83,12581.5329,7,174,88.5375,3,2020,3,11,2,1,7,0,1,24.857142857142858,0.0,3.0,0.9795642627934471,212.49,3081.104999999999
Yogurt,832.48,86.44,71959.5712,22,325,108.05,507,2019,1,11,4,1,6,16,0,54.166666666666664,866.6666666666666,0.0,1.4314658210007045,0.0,7023.25
Yogurt,875.97,49.79,43614.5463,22,713,62.2375,162,2019,6,23,6,2,20,2,0,35.65,71.3,90.7,0.8953502973846136,4515.953,8875.0675
Yogurt,51.85,34.8,1804.38,24,4,43.5,47,2022,9,20,1,3,24,0,1,0.16666666666666666,0.0,47.0,0.07714561234329798,1635.6,34.80000000000001
Yogurt,133.91,41.65,5577.3515,26,125,52.0625,8,2021,6,5,5,2,7,19,0,17.857142857142858,339.2857142857143,0.0,3.46714744444563,0.0,1301.5625000000002
Milk,666.57,20.54,13691.3478,21,277,25.674999999999997,389,2021,3,1,0,1,21,0,1,13.19047619047619,0.0,389.0,0.41556025623715437,7990.0599999999995,1422.3949999999995
Butter,941.71,40.15,37809.6565,37,342,50.1875,599,2020,10,12,0,4,33,4,0,10.363636363636363,41.45454545454545,557.5454545454545,0.4071896289245579,22385.449999999997,3432.8250000000003
Lassi,33.31,52.35,1743.7785,15,1,65.4375,32,2019,11,12,1,4,15,0,1,0.06666666666666667,0.0,32.0,0.030021014710297205,1675.2,13.087499999999999
Cheese,139.12,11.14,1549.7968,36,49,13.925,90,2022,4,9,5,2,15,21,0,3.2666666666666666,68.6,21.400000000000006,0.8453133985048878,238.39600000000007,136.465
Curd,446.62,95.19,42513.7578,7,389,118.9875,57,2019,2,1,4,1,7,0,1,55.57142857142857,0.0,57.0,0.8709865209798039,5425.83,9257.227499999999
Curd,777.23,93.74,72857.5402,6,379,117.175,398,2021,4,9,4,2,6,0,1,63.166666666666664,0.0,398.0,0.48762914452607337,37308.52,8881.865000000002
Milk,913.18,70.04,63959.1272,22,692,87.55000000000001,221,2020,11,8,6,4,18,4,0,38.44444444444444,153.77777777777777,67.22222222222223,0.9261895549374469,4708.244444444445,12116.920000000004
Ghee,911.54,60.77,55394.2858,112,529,75.9625,382,2021,4,19,0,2,54,58,0,9.796296296296296,568.1851851851851,0.0,1.203661040859628,0.0,8036.832500000001
Lassi,331.3,67.3,22296.49,12,135,84.125,196,2020,4,19,6,2,12,0,1,11.25,0.0,196.0,0.40748566254150315,13190.8,2271.3750000000005
Ice Cream,584.89,99.73,58331.0797,22,457,124.66250000000001,127,2019,11,11,0,4,22,0,1,20.772727272727273,0.0,127.0,0.7813435004872711,12665.710000000001,11394.152500000002
Ghee,510.92,27.25,13922.57,136,240,34.0625,270,2019,7,6,5,3,33,103,0,7.2727272727272725,749.0909090909091,0.0,1.9359017245183374,0.0,1635.0
Ghee,993.19,40.55,40273.8545,108,129,50.6875,864,2019,8,20,1,3,10,98,0,12.9,1264.2,0.0,1.4027527462016331,0.0,1307.7375000000004
Curd,212.47,45.04,9569.6488,5,149,56.3,63,2021,7,19,0,3,5,0,1,29.8,0.0,63.0,0.7012754741845908,2837.52,1677.7399999999998
Milk,791.02,96.75,76531.185,26,762,120.9375,29,2019,4,12,4,2,23,3,0,33.130434782608695,99.3913043478261,0.0,1.0889627371593968,0.0,18430.875
Ghee,253.65,49.29,12502.4085,91,1,61.6125,252,2021,6,17,3,2,20,71,0,0.05,3.5500000000000003,248.45,0.017938103686181744,12246.100499999999,12.322499999999998
Curd,663.66,92.0,61056.72,7,307,115.0,356,2020,7,1,2,3,7,0,1,43.857142857142854,0.0,356.0,0.46258626405086944,32752.0,7061.0
Lassi,466.88,81.94,38256.1472,12,113,102.425,353,2022,8,5,4,3,2,10,0,56.5,565.0,0.0,1.4521932830705964,0.0,2314.805
Cheese,83.87,56.2,4713.494000000001,62,68,70.25,15,2020,9,16,2,3,3,59,0,22.666666666666668,1337.3333333333335,0.0,16.756090775406385,0.0,955.3999999999999
Cheese,704.15,82.63,58183.91449999999,74,149,103.2875,555,2022,12,6,1,4,4,70,0,37.25,2607.5,0.0,3.914648867428815,0.0,3077.9674999999997
Lassi,925.96,65.4,60557.78400000001,16,397,81.75,528,2021,12,6,0,4,16,0,1,24.8125,0.0,528.0,0.42874422221262254,34531.200000000004,6490.949999999998
Butter,54.92,35.56,1952.9552,30,20,44.45,34,2022,11,1,1,4,14,16,0,1.4285714285714286,22.857142857142858,11.142857142857142,0.7803558422640725,396.24,177.8
Lassi,45.21,53.34,2411.5014,13,41,66.67500000000001,4,2019,10,16,2,4,13,0,1,3.1538461538461537,0.0,4.0,0.90687900906879,213.36,546.7350000000004
Ghee,514.58,99.22,51056.62760000001,78,264,124.025,250,2021,2,25,3,1,13,65,0,20.307692307692307,1320.0,0.0,3.07823856348867,0.0,6548.520000000002
Yogurt,886.1,56.71,50250.731,25,591,70.8875,295,2022,5,24,1,2,25,0,1,23.64,0.0,295.0,0.6669676108791333,16729.45,8378.902500000002
Butter,331.21,74.54,24688.3934,26,217,93.17500000000001,114,2022,11,11,4,4,26,0,1,8.346153846153847,0.0,114.0,0.6551734549077625,8497.560000000001,4043.795000000001
Buttermilk,302.45,33.11,10014.1195,8,1,41.3875,301,2020,4,28,1,2,8,0,1,0.125,0.0,301.0,0.003306331625061994,9966.11,8.277500000000003
Cheese,24.8,74.34,1843.632,42,14,92.92500000000001,10,2022,9,8,3,3,42,0,1,0.3333333333333333,0.0,10.0,0.564516129032258,743.4000000000001,260.1900000000001
Ice Cream,218.78,61.74,13507.4772,23,172,77.175,46,2020,8,4,1,3,23,0,1,7.478260869565218,0.0,46.0,0.7861778956028888,2840.04,2654.8199999999993
Ghee,313.56,99.1,31073.796,71,306,123.875,7,2019,12,14,5,4,27,44,0,11.333333333333334,498.6666666666667,0.0,2.5662286856316707,0.0,7581.1500000000015
Buttermilk,851.11,31.21,26563.1431,8,102,39.0125,749,2021,8,21,5,3,8,0,1,12.75,0.0,749.0,0.11984349849020691,23376.29,795.8550000000002
Ghee,368.41,74.86,27579.1726,109,221,93.575,147,2022,6,22,2,2,47,62,0,4.702127659574468,291.531914893617,0.0,1.3911997907049671,0.0,4136.015
Yogurt,441.02,79.32,34981.706399999995,26,201,99.14999999999999,240,2019,12,19,3,4,26,0,1,7.730769230769231,0.0,240.0,0.4557616434628815,19036.8,3985.8299999999995
Ghee,127.93,82.36,10536.3148,90,107,102.95,20,2022,9,11,6,3,9,81,0,11.88888888888889,963.0,0.0,8.363949034628313,0.0,2203.1300000000006
Curd,658.42,23.17,15255.5914,6,372,28.962500000000002,286,2019,7,16,1,3,6,0,1,62.0,0.0,286.0,0.564988912851979,6626.620000000001,2154.81
Paneer,722.97,94.15,68067.62550000001,12,247,117.6875,475,2020,8,22,5,3,12,0,1,20.583333333333332,0.0,475.0,0.34164626471361187,44721.25,5813.762499999999
Cheese,362.65,54.43,19739.0395,78,211,68.0375,151,2022,11,28,0,4,13,65,0,16.23076923076923,1055.0,0.0,3.4909692541017514,0.0,2871.182499999999
Yogurt,10.4,48.2,501.28,27,9,60.25,1,2020,11,16,0,4,17,10,0,0.5294117647058824,5.294117647058823,0.0,1.3744343891402715,0.0,108.44999999999997
Ghee,437.55,30.52,13354.026,106,233,38.15,204,2019,11,13,2,4,40,66,0,5.825,384.45,0.0,1.4111530110844475,0.0,1777.7899999999997
Curd,32.83,92.6,3040.0579999999995,6,25,115.75,7,2021,1,24,6,1,6,0,1,4.166666666666667,0.0,7.0,0.7614986293024673,648.1999999999999,578.7500000000001
Milk,57.38,73.05,4191.609,28,56,91.3125,1,2021,11,24,2,4,28,0,1,2.0,0.0,1.0,0.9759498082955733,73.05,1022.7000000000002
Paneer,435.52,49.35,21492.912,12,330,61.6875,105,2020,10,15,3,4,12,0,1,27.5,0.0,105.0,0.7577149155033064,5181.75,4071.3749999999995
Ice Cream,415.18,10.81,4488.0958,23,306,13.512500000000001,109,2022,10,1,5,4,23,0,1,13.304347826086957,0.0,109.0,0.7370297220482682,1178.29,826.9650000000001
Lassi,786.8,23.26,18300.968,16,122,29.075000000000003,664,2019,1,7,0,1,10,6,0,12.2,73.19999999999999,590.8,0.24809354346720894,13742.008,709.4300000000002
Yogurt,461.49,52.91,24417.4359,29,236,66.13749999999999,225,2019,8,3,5,3,29,0,1,8.137931034482758,0.0,225.0,0.5113870289713752,11904.75,3121.6899999999982
Curd,294.69,88.9,26197.941000000003,6,46,111.125,248,2022,9,12,0,3,6,0,1,7.666666666666667,0.0,248.0,0.1560962367233364,22047.2,1022.3499999999997
Lassi,745.63,67.74,50508.9762,12,388,84.675,357,2019,5,19,6,2,12,0,1,32.333333333333336,0.0,357.0,0.5203653286482571,24183.179999999997,6570.780000000001
Curd,263.43,18.06,4757.5458,6,181,22.575,82,2020,11,27,4,4,6,0,1,30.166666666666668,0.0,82.0,0.6870895494059143,1480.9199999999998,817.2150000000001
Lassi,795.2,62.45,49660.240000000005,16,52,78.0625,743,2021,10,13,2,4,16,0,1,3.25,0.0,743.0,0.06539235412474849,46400.35,811.8499999999999
Paneer,88.69,87.53,7763.035699999999,10,26,109.4125,62,2020,4,14,1,2,10,0,1,2.6,0.0,62.0,0.29315593640771226,5426.86,568.9449999999998
Lassi,616.38,18.35,11310.573,13,222,22.9375,394,2021,1,10,6,1,13,0,1,17.076923076923077,0.0,394.0,0.36016742918329603,7229.900000000001,1018.4249999999997
